pstlcode,latitude,longitude
N3H3G1,43.391197,-80.354256
N3H3H5,43.382446,-80.336899
N3H3J7,43.396793,-80.362511
N3H3L1,43.39185,-80.352974
N3H3M1,43.388046,-80.345352
N3H3N4,43.396961,-80.360321
N3H3N6,43.396126,-80.359116
N3H3P2,43.394733,-80.35643
N3H3R5,43.389542,-80.346176
N3H3S5,43.384029,-80.336845
N3H3X1,43.396484,-80.354744
N3H3X9,43.402115,-80.356239
N3H3Z2,43.397923,-80.354004
N3H4B7,43.401173,-80.351913
N3H4C8,43.398136,-80.349838
N3H4E4,43.402412,-80.347664
N3H4H2,43.399975,-80.348274
N3H4H8,43.400536,-80.347755
N3H4J1,43.40144,-80.347137
N3H4M5,43.393623,-80.342346
N3H4N5,43.397762,-80.338661
N3H4P5,43.399902,-80.341049
N3H4P8,43.398033,-80.337418
N3H4R1,43.390858,-80.331528
N3H4V9,43.403755,-80.332306
N3H4W7,43.395527,-80.338737
N3H4X4,43.397179,-80.376274
N3H4Y5,43.401405,-80.337814
N3H4Y6,43.400108,-80.338257
N3H4Z6,43.389462,-80.334816
N3H5B7,43.392101,-80.368805
N3H5C5,43.39653,-80.349754
N3H5C9,43.409828,-80.339783
N3H5J1,43.402973,-80.371231
N3H5J3,43.402973,-80.371231
N3H5J4,43.39209,-80.376625
N3H5J9,43.393269,-80.377426
N3H5M5,43.402405,-80.344101
N3H5N1,43.399338,-80.376152
N3H5P9,43.40575,-80.338051
N3H5T4,43.389534,-80.356987
N3H5T6,43.400051,-80.333725
N3L0A3,43.178726,-80.38726
N3L0B5,43.178551,-80.383965
N3L0C5,43.19944,-80.379868
N3L0E1,43.178898,-80.38018
N3L0H1,43.145699,-80.296532
N3L1B2,43.187237,-80.374161
N3L1B3,43.178898,-80.38018
N3L1B6,43.186562,-80.375801
N3L1C1,43.187817,-80.37429
N3L1E9,43.188976,-80.377625
N3L1G4,43.188602,-80.380363
N3L1G7,43.18755,-80.388069
N3L1G9,43.186836,-80.392464
N3L1J5,43.19149,-80.381973
N3L1J7,43.19368,-80.376785
N3L1K4,43.191776,-80.386398
N3L1L9,43.195278,-80.377884
N3L1T2,43.20303,-80.399017
N3L1V5,43.205132,-80.39975
N3L1W2,43.207905,-80.398682
N3L1W3,43.183331,-80.374046
N3L1X2,43.187042,-80.37545
N3L2A1,43.188576,-80.378075
N3L2B2,43.191833,-80.380157
N3L2B6,43.188873,-80.37571
N3L2C3,43.191025,-80.379448
N3L2G4,43.189327,-80.381508
N3L2M9,43.197819,-80.384773
N3L2N5,43.204037,-80.386345
N3L2N8,43.205444,-80.386894
N3L2R6,43.197578,-80.386162
N3L2S8,43.197563,-80.387238
N3L2T2,43.200165,-80.387985
N3L2T7,43.191414,-80.386063
N3L2V2,43.193916,-80.38736
N3L2W3,43.202812,-80.390991
N3L2W4,43.202728,-80.390778
N3L2W6,43.203255,-80.3871
N3L2Z2,43.201855,-80.392784
N3L2Z4,43.200382,-80.392166
N3L2Z8,43.203728,-80.394295
N3L3A1,43.204605,-80.394745
N3L3A8,43.204285,-80.396118
N3L3A9,43.204353,-80.395897
N3L3E3,43.17989,-80.432602
N3L3G2,43.212524,-80.383568
N3L3H3,43.191689,-80.362335
N3L3J3,43.187031,-80.368073
N3L3J4,43.187031,-80.368073
N3L3K7,43.179359,-80.376953
N3L3M4,43.208652,-80.396393
N3L3M5,43.209064,-80.394157
N3L3N6,43.214859,-80.395378
N3L3N8,43.208431,-80.400711
N3L3S5,43.207642,-80.393631
N3L3X8,43.206177,-80.400162
N3L3Y2,43.180359,-80.37542
N3L4H3,43.185417,-80.393723
N3P1A3,43.187752,-80.238914
N3P1E1,43.191357,-80.238815
N3P1G7,43.181377,-80.228165
N3P1L2,43.182308,-80.229973
N3P1M4,43.182484,-80.229973
N3P1N7,43.183945,-80.240143
N3P1P1,43.192326,-80.235359
N3P1P6,43.177254,-80.22744
N3P1S8,43.183376,-80.231285
N3P1W3,43.183186,-80.243599
N3P1W4,43.183186,-80.243599
N3P1W8,43.18288,-80.242783
N3P1X1,43.186218,-80.231941
N3P1Z3,43.191689,-80.236847
N3P1Z4,43.192005,-80.239395
N3P2A1,43.181301,-80.240608
N3R0C1,43.083847,-80.21595
N3R1A4,43.153305,-80.281662
N3R1A6,43.148865,-80.272659
N3R1B7,43.153793,-80.280724
N3R1B8,43.147083,-80.264862
N3R1C5,43.149818,-80.271515
N3R1G1,43.149879,-80.267616
N3R1G6,43.151146,-80.272202
N3R1H3,43.154247,-80.280289
N3R1H8,43.15781,-80.286476
N3R1K3,43.168591,-80.293091
N3R1K9,43.167068,-80.292313
N3R1L5,43.158436,-80.285301
N3R1R5,43.149956,-80.264328
N3R1S5,43.153633,-80.273705
N3R1T8,43.152145,-80.26606
N3R1V1,43.153107,-80.267494
N3R1W3,43.160767,-80.280975
N3R1Y2,43.150818,-80.257889
N3R1Z2,43.158676,-80.277275
N3R1Z6,43.160793,-80.27964
N3R2B3,43.163601,-80.278
N3R2E5,43.158398,-80.271355
N3R2H1,43.162529,-80.273331
N3R2H9,43.159286,-80.26506
N3R2J3,43.158665,-80.262833
N3R2K3,43.161842,-80.261711
N3R2K6,43.162292,-80.262901
N3R2L3,43.164673,-80.269287
N3R2M7,43.164246,-80.262985
N3R2P5,43.163166,-80.255486
N3R2R9,43.16853,-80.25692
N3R2S4,43.166187,-80.257263
N3R2S8,43.166584,-80.253754
N3R2V2,43.168114,-80.258156
N3R2W3,43.166962,-80.253487
N3R2W5,43.168083,-80.270515
N3R2W6,43.168388,-80.27285
N3R2X3,43.17057,-80.258858
N3R2Y6,43.170483,-80.274246
N3R2Z2,43.17075,-80.264061
N3R3A1,43.170879,-80.265663
N3R3A5,43.172279,-80.263618
N3R3B3,43.173397,-80.263245
N3R3B7,43.17308,-80.266632
N3R3C5,43.177139,-80.264008
N3R3C6,43.17725,-80.263817
N3R3G8,43.173214,-80.271568
N3R3G9,43.171684,-80.273773
N3R3J7,43.179016,-80.266739
N3R3J9,43.175434,-80.274826
N3R3L6,43.17992,-80.271675
N3R3N4,43.18343,-80.27121
N3R3S4,43.179222,-80.254959
N3R3S9,43.147556,-80.259117
N3R3T6,43.151287,-80.260345
N3R3V4,43.150726,-80.261353
N3R3V6,43.179615,-80.248848
N3R3Y2,43.150253,-80.266235
N3R3Z5,43.154659,-80.265121
N3R3Z6,43.155418,-80.264587
N3R4A1,43.160236,-80.262238
N3R4A3,43.163109,-80.259109
N3R4B3,43.152748,-80.268684
N3R4B4,43.154045,-80.26815
N3R4G4,43.149487,-80.27272
N3R4J6,43.156086,-80.270912
N3R4J7,43.155186,-80.271263
N3R4M3,43.157913,-80.272133
N3R4N9,43.16061,-80.271164
N3R4P2,43.161053,-80.270912
N3R4P3,43.161751,-80.270409
N3R4P4,43.161667,-80.270203
N3R4P5,43.162457,-80.269913
N3R4T3,43.154808,-80.280403
N3R4T4,43.155621,-80.281837
N3R4V3,43.160355,-80.275162
N3R4W4,43.159138,-80.287018
N3R4X3,43.162186,-80.274353
N3R4X5,43.162086,-80.279465
N3R4X9,43.165424,-80.276985
N3R5A3,43.170166,-80.286613
N3R5C4,43.172276,-80.292938
N3R5C8,43.171867,-80.280441
N3R5C9,43.171364,-80.291435
N3R5H6,43.171032,-80.289734
N3R5J5,43.18404,-80.285881
N3R5K6,43.168659,-80.275948
N3R5L5,43.178604,-80.279861
N3R5L8,43.183903,-80.281624
N3R5M4,43.170429,-80.27536
N3R5N1,43.170704,-80.271324
N3R5P6,43.172756,-80.26873
N3R5R8,43.171913,-80.258224
N3R5S1,43.173416,-80.262566
N3R5V8,43.175171,-80.252609
N3R5Y5,43.175934,-80.250954
N3R5Y8,43.162647,-80.27607
N3R5Z4,43.180908,-80.265144
N3R6A5,43.181618,-80.254105
N3R6B4,43.174801,-80.254654
N3R6H3,43.175133,-80.28759
N3R6N3,43.180634,-80.262299
N3R6R1,43.17445,-80.288811
N3R6S5,43.179672,-80.263107
N3R6T8,43.185326,-80.266289
N3R6V5,43.186726,-80.266052
N3R6Y7,43.170464,-80.25676
N3R7A5,43.187317,-80.25312
N3R7B1,43.183708,-80.256416
N3R7C9,43.183529,-80.267731
N3R7E5,43.185795,-80.256203
N3R7G1,43.189217,-80.256607
N3R7M5,43.184937,-80.268616
N3R7M6,43.184937,-80.268616
N3R7M7,43.185074,-80.268761
N3R7M8,43.185074,-80.268761
N3R7P7,43.184338,-80.275146
N3R7R3,43.173004,-80.256256
N3R7X4,43.153584,-80.27755
N3R7Y7,43.167847,-80.24929
N3R7Z7,43.178116,-80.283348
N3R8A4,43.178158,-80.247131
N3R8A6,43.172958,-80.23201
N3R8A9,43.179333,-80.28923
N3R8B5,43.174877,-80.247185
N3R8B8,43.178158,-80.247131
N3S0B3,43.148296,-80.197205
N3S0J2,43.151592,-80.206291
N3S1C6,43.1222,-80.247879
N3S1K5,43.128017,-80.247993
N3S1L6,43.128296,-80.248581
N3S1L8,43.128616,-80.249298
N3S1M1,43.126999,-80.250114
N3S1M2,43.126648,-80.250389
N3S1M3,43.126736,-80.250595
N3S1P9,43.127007,-80.254295
N3S1S6,43.128052,-80.252991
N3S1V2,43.128662,-80.253082
N3S1V9,43.129707,-80.253288
N3S1Y2,43.131851,-80.256783
N3S1Y6,43.130672,-80.259369
N3S2B2,43.128208,-80.260567
N3S2B3,43.127407,-80.260666
N3S2B9,43.130947,-80.260269
N3S2C2,43.12859,-80.258888
N3S2C4,43.127609,-80.258392
N3S2G7,43.127636,-80.256332
N3S2J4,43.132168,-80.257797
N3S2K9,43.128284,-80.254074
N3S2L5,43.124748,-80.252068
N3S2L7,43.123814,-80.251678
N3S2N5,43.125805,-80.251877
N3S2N9,43.124027,-80.248955
N3S2P7,43.126183,-80.250175
N3S2P8,43.126331,-80.250053
N3S2W8,43.126896,-80.244202
N3S2X6,43.135056,-80.257317
N3S2Y4,43.13343,-80.247719
N3S2Z2,43.134354,-80.247826
N3S2Z9,43.134895,-80.249382
N3S3A5,43.135254,-80.246643
N3S3A8,43.135586,-80.253944
N3S3B4,43.135799,-80.250977
N3S3C4,43.136967,-80.226173
N3S3E3,43.139919,-80.221954
N3S3L2,43.138027,-80.255768
N3S3N5,43.139217,-80.25145
N3S3N8,43.139217,-80.25145
N3S3P7,43.140316,-80.241653
N3S3R8,43.142918,-80.230927
N3S3S8,43.144112,-80.220787
N3S3V9,43.14032,-80.248604
N3S3W1,43.140491,-80.248627
N3S3Z7,43.142193,-80.250328
N3S3Z8,43.142017,-80.250305
N3S3Z9,43.142296,-80.248863
N3S4B1,43.142918,-80.239464
N3S4B5,43.142414,-80.258133
N3S4C2,43.142719,-80.25338
N3S4C9,43.143124,-80.247459
N3S4E9,43.14365,-80.239548
N3S4K5,43.145138,-80.220924
N3S4L5,43.145481,-80.225487
N3S4T9,43.146217,-80.24202
N3S4V3,43.146362,-80.239876
N3S4W1,43.146469,-80.254601
N3S4W9,43.146793,-80.247192
N3S5E9,43.138508,-80.256699
N3S5G5,43.141197,-80.25705
N3S5H9,43.136818,-80.25473
N3S5K5,43.143127,-80.255577
N3S5K7,43.144016,-80.255928
N3S5M1,43.138702,-80.253731
N3S5M2,43.139614,-80.253609
N3S5P6,43.137901,-80.252144
N3S5T9,43.135349,-80.250069
N3S5V1,43.13533,-80.250305
N3S5V3,43.136208,-80.250183
N3S5W2,43.139812,-80.250664
N3S5Z4,43.135429,-80.248825
N3S6A2,43.139011,-80.249054
N3S6C2,43.13554,-80.247368
N3S6E7,43.141808,-80.24794
N3S6G8,43.14632,-80.248749
N3S6J6,43.152485,-80.249168
N3S6K3,43.14827,-80.247292
N3S6N4,43.150425,-80.241386
N3S6R2,43.144344,-80.237251
N3S6R5,43.146156,-80.237465
N3S6R9,43.142323,-80.236153
N3S6S7,43.139256,-80.233612
N3S6T6,43.146236,-80.235939
N3S6V9,43.14146,-80.231705
N3S6W8,43.144207,-80.230713
N3S6X8,43.142685,-80.227127
N3S6X9,43.141323,-80.226677
N3S6Y1,43.144485,-80.227036
N3S6Y2,43.145638,-80.227234
N3S6Y8,43.143291,-80.224274
N3S6Z1,43.141266,-80.223167
N3S6Z2,43.143486,-80.223259
N3S7A4,43.143173,-80.221031
N3S7C2,43.146996,-80.220512
N3S7C4,43.147686,-80.220604
N3S7E5,43.147774,-80.21788
N3S7G1,43.147305,-80.250343
N3S7H2,43.146217,-80.213432
N3S7J2,43.14484,-80.222649
N3S7J6,43.14764,-80.225021
N3S7J8,43.121593,-80.251541
N3S7M1,43.138836,-80.222061
N3S7M9,43.14661,-80.226601
N3S7N6,43.14127,-80.226898
N3S7N8,43.132587,-80.26059
N3S7R3,43.142746,-80.22345
N3S7R7,43.154148,-80.220024
N3S7S3,43.148075,-80.242783
N3S7T2,43.126694,-80.247917
N3S7T5,43.146961,-80.210732
N3S7T6,43.147038,-80.210297
N3S7V2,43.1642,-80.228226
N3S7W5,43.150803,-80.21582
N3S7W9,43.150791,-80.217995
N3S7X4,43.133114,-80.231308
N3T0B2,43.114185,-80.287682
N3T0B9,43.123051,-80.296646
N3T0C1,43.122189,-80.299599
N3T0C2,43.124947,-80.286667
N3T0C6,43.114502,-80.291702
N3T0E4,43.115372,-80.301346
N3T0H2,43.114742,-80.301003
N3T0H5,43.133026,-80.32605
N3T0K7,43.119324,-80.274147
N3T0L3,43.128372,-80.330154
N3T0L4,43.125641,-80.336189
N3T0L7,43.127514,-80.399673
N3T0L9,43.129375,-80.32299
N3T1C1,43.125561,-80.269043
N3T1H2,43.131763,-80.271873
N3T1H4,43.130131,-80.273972
N3T1H6,43.133629,-80.271507
N3T1J5,43.133133,-80.273842
N3T1J9,43.130486,-80.283218
N3T1K4,43.135895,-80.272034
N3T1L3,43.131485,-80.278534
N3T1N3,43.136868,-80.274246
N3T1R6,43.105587,-80.268028
N3T1T8,43.121609,-80.274544
N3T1Z2,43.130001,-80.270699
N3T1Z5,43.136375,-80.273781
N3T2B4,43.132637,-80.271767
N3T2C2,43.130856,-80.279694
N3T2C7,43.129955,-80.284081
N3T2E7,43.13237,-80.305435
N3T2K3,43.140026,-80.266663
N3T2M7,43.141972,-80.26506
N3T2N1,43.142334,-80.261879
N3T2P2,43.14307,-80.261978
N3T2P9,43.144634,-80.260445
N3T2R6,43.144344,-80.259193
N3T2Z4,43.138947,-80.263634
N3T2Z5,43.139851,-80.263771
N3T3A1,43.142563,-80.264137
N3T3G4,43.14027,-80.265427
N3T3J7,43.149174,-80.278374
N3T3M3,43.143211,-80.270409
N3T3M4,43.144379,-80.271431
N3T3N5,43.143772,-80.269241
N3T3R4,43.141258,-80.272903
N3T3R7,43.142006,-80.271309
N3T3R9,43.142323,-80.270187
N3T3T1,43.14468,-80.267235
N3T3T2,43.144234,-80.26931
N3T3T4,43.145287,-80.267433
N3T3T8,43.145947,-80.26918
N3T3V3,43.146431,-80.26873
N3T3V7,43.146572,-80.267899
N3T3W3,43.143272,-80.2724
N3T3Y4,43.145123,-80.271233
N3T3Z2,43.146336,-80.273682
N3T3Z3,43.146645,-80.272575
N3T3Z6,43.147888,-80.27504
N3T3Z9,43.148827,-80.277237
N3T4B6,43.146156,-80.278084
N3T4B9,43.147083,-80.279381
N3T4C2,43.14415,-80.281296
N3T4C6,43.142445,-80.282463
N3T4E1,43.141743,-80.282944
N3T4G9,43.144463,-80.284958
N3T4J2,43.141521,-80.29052
N3T4K5,43.147655,-80.286232
N3T4L2,43.147457,-80.278137
N3T4L6,43.143784,-80.274178
N3T4M3,43.141968,-80.276253
N3T4N9,43.145714,-80.284309
N3T4P3,43.144161,-80.275253
N3T4R2,43.147018,-80.281708
N3T4T3,43.147881,-80.290146
N3T4T4,43.148052,-80.290108
N3T4T8,43.145618,-80.286522
N3T4T9,43.145927,-80.28788
N3T4V4,43.1478,-80.292892
N3T4V5,43.143291,-80.282784
N3T4V9,43.144318,-80.285553
N3T4W1,43.146133,-80.290993
N3T4X7,43.141705,-80.282852
N3T4Y6,43.140743,-80.29026
N3T4Y9,43.14024,-80.294304
N3T5A1,43.142818,-80.291252
N3T5B5,43.145882,-80.288895
N3T5B6,43.146042,-80.288986
N3T5B7,43.148586,-80.287498
N3T5E7,43.147957,-80.29184
N3T5J1,43.154236,-80.286583
N3T5K3,43.162678,-80.294373
N3T5L6,43.056736,-80.256081
N3T5R7,43.13979,-80.264771
N3T5T6,43.13979,-80.264771
N3T5V6,43.13979,-80.264771
N3T5V7,43.13979,-80.264771
N3T5W9,43.140568,-80.290222
N3T5Y4,43.149269,-80.278175
N3T6A5,43.128647,-80.284729
N3T6B6,43.14275,-80.298759
N3T6C6,43.122463,-80.270058
N3T6E6,43.122913,-80.275734
N3T6G8,43.133057,-80.30584
N3T6J1,43.120876,-80.282867
N3T6K2,43.13979,-80.264771
N3T6L5,43.126617,-80.291481
N3T6L9,43.159966,-80.290756
N3T6M4,43.125565,-80.290047
N3T6N6,43.125042,-80.297844
N3T6P2,43.114826,-80.294098
N3T6P4,43.118587,-80.295296
N3T6R4,43.124485,-80.299828
N3T6R8,43.127132,-80.280373
N3T6S2,43.119492,-80.291443
N3V0A1,43.160625,-80.327522
N3V1B4,43.173115,-80.295738
N3V1B6,43.173363,-80.294075
N3V1C8,43.175644,-80.29673
N3V1E5,43.173988,-80.303848
N3W1W1,43.095707,-80.015289
N5L0A5,42.679539,-81.206642
N5L1A1,42.665173,-81.20179
N5L1A6,42.664223,-81.208931
N5L1C1,42.666946,-81.213959
N5L1C3,42.665733,-81.21257
N5L1E4,42.661472,-81.218285
N5L1E8,42.662491,-81.228989
N5L1G4,42.664448,-81.222794
N5L1G6,42.663048,-81.231773
N5L1J3,42.667461,-81.211472
N5P0A3,42.803005,-81.159805
N5P0A6,42.808266,-81.163803
N5P0B3,42.808582,-81.16806
N5P0C9,42.802029,-81.167427
N5P1A8,42.779282,-81.203476
N5P1B2,42.77906,-81.202324
N5P1B7,42.779099,-81.198593
N5P1B8,42.778915,-81.197769
N5P1E7,42.778748,-81.179901
N5P1G9,42.778225,-81.148079
N5P1H9,42.77998,-81.197586
N5P1K3,42.780621,-81.199432
N5P1L1,42.780739,-81.195328
N5P1M9,42.781219,-81.189377
N5P1N5,42.781353,-81.186096
N5P1N8,42.781471,-81.180618
N5P1P4,42.781353,-81.208641
N5P1R8,42.782124,-81.198265
N5P1T5,42.782368,-81.182327
N5P1V1,42.782356,-81.180611
N5P1W1,42.784321,-81.196915
N5P1W6,42.783058,-81.190796
N5P1X7,42.786282,-81.200806
N5P1Y2,42.78624,-81.183441
N5P1Z8,42.78651,-81.188721
N5P2A9,42.789078,-81.187668
N5P2B2,42.788857,-81.185371
N5P2B9,42.790424,-81.204498
N5P2E5,42.794064,-81.213631
N5P2E6,42.792408,-81.211403
N5P2H9,42.793968,-81.170357
N5P2K3,42.784981,-81.207573
N5P2L4,42.782623,-81.201668
N5P2S4,42.78027,-81.196266
N5P2S8,42.779396,-81.194672
N5P2W2,42.782333,-81.191467
N5P2X5,42.780357,-81.188751
N5P3A4,42.783733,-81.185661
N5P3B1,42.781868,-81.184395
N5P3B9,42.790558,-81.184029
N5P3E3,42.793125,-81.182617
N5P3E6,42.783447,-81.181793
N5P3G4,42.783176,-81.181244
N5P3G7,42.785172,-81.180984
N5P3H9,42.78212,-81.180206
N5P3K4,42.791946,-81.177299
N5P3M7,42.779675,-81.176163
N5P3R2,42.78756,-81.170479
N5P3R5,42.807415,-81.154289
N5P3R6,42.805008,-81.165176
N5P3S2,42.782803,-81.159721
N5P3S3,42.787537,-81.149605
N5P3S7,42.779366,-81.083153
N5P3T1,42.83604,-81.164635
N5P3W1,42.779446,-81.197601
N5P3W9,42.779705,-81.192207
N5P3X6,42.795391,-81.173325
N5P3Y8,42.793056,-81.169304
N5P3Z2,42.795979,-81.173241
N5P4B2,42.798264,-81.170486
N5P4B8,42.792511,-81.153954
N5P4H1,42.797359,-81.163795
N5P4P4,42.799625,-81.206886
N5P6H8,42.7812,-81.193024
N5R0B3,42.761993,-81.158104
N5R0E1,42.755756,-81.159927
N5R0E8,42.755993,-81.202988
N5R0J3,42.777988,-81.187355
N5R0J4,42.759731,-81.155937
N5R1A1,42.737003,-81.195175
N5R1A7,42.732071,-81.200012
N5R1B4,42.73941,-81.195541
N5R1B6,42.738098,-81.195656
N5R1H3,42.763802,-81.196793
N5R1K1,42.76405,-81.170853
N5R1K5,42.763851,-81.167091
N5R1M5,42.76524,-81.175522
N5R1N6,42.765358,-81.150131
N5R1S6,42.767315,-81.180405
N5R1S7,42.766815,-81.17543
N5R1T5,42.766453,-81.152557
N5R1V6,42.768936,-81.196892
N5R1X8,42.768955,-81.183823
N5R2E4,42.772774,-81.201324
N5R2G7,42.772373,-81.176659
N5R2L1,42.772804,-81.148163
N5R2P5,42.775505,-81.200211
N5R2T5,42.774696,-81.168495
N5R2W3,42.7766,-81.202339
N5R2W9,42.776894,-81.196335
N5R2X7,42.776665,-81.188324
N5R2Y3,42.776535,-81.172615
N5R2Z8,42.773438,-81.204552
N5R3B1,42.776817,-81.210815
N5R3K9,42.771957,-81.20092
N5R3M7,42.771488,-81.197304
N5R3R3,42.764305,-81.195984
N5R3S4,42.774914,-81.195404
N5R3V4,42.777332,-81.192139
N5R3V9,42.773998,-81.193039
N5R3W5,42.774616,-81.190933
N5R4A8,42.774731,-81.186111
N5R4B1,42.773834,-81.186142
N5R4B6,42.762917,-81.184174
N5R4B9,42.774704,-81.184776
N5R4E3,42.769485,-81.184685
N5R4J1,42.760849,-81.180214
N5R4J7,42.773705,-81.180008
N5R4J9,42.772785,-81.180038
N5R4K1,42.771954,-81.180061
N5R4K4,42.766739,-81.179726
N5R4N4,42.771843,-81.175713
N5R4R1,42.760208,-81.1754
N5R4S6,42.765358,-81.172562
N5R4T6,42.762112,-81.171753
N5R4T7,42.760895,-81.170631
N5R4W1,42.771698,-81.169876
N5R4W5,42.764221,-81.168701
N5R4X3,42.776825,-81.166039
N5R4Z2,42.765041,-81.160355
N5R5B2,42.770103,-81.147156
N5R5B8,42.766808,-81.162468
N5R5C7,42.764893,-81.149849
N5R5E4,42.765778,-81.161621
N5R5E9,42.767036,-81.158813
N5R5H7,42.76749,-81.196945
N5R5K3,42.758694,-81.164909
N5R5M6,42.758221,-81.173805
N5R5M7,42.758045,-81.173813
N5R5P4,42.770313,-81.163734
N5R5S1,42.769855,-81.161713
N5R5W1,42.770954,-81.159241
N5R5X3,42.777706,-81.159317
N5R5X4,42.777004,-81.1595
N5R5X9,42.773109,-81.157181
N5R6A2,42.773659,-81.177719
N5R6A3,42.779095,-81.17128
N5R6E8,42.756416,-81.171783
N5R6G2,42.774559,-81.151871
N5R6H3,42.772804,-81.153351
N5R6H6,42.773472,-81.151932
N5R6J2,42.770226,-81.152122
N5V0A4,43.027992,-81.165016
N5V0B7,43.022942,-81.158607
N5V1G2,42.993839,-81.158775
N5V1H3,43.008839,-81.160645
N5V1J1,42.99789,-81.161713
N5V1K1,42.996101,-81.161949
N5V1K3,42.996742,-81.159645
N5V1L1,42.999245,-81.159698
N5V1S1,43.019367,-81.156372
N5V1T9,43.013294,-81.160957
N5V1Y6,43.007675,-81.191933
N5V1Z6,43.007442,-81.198441
N5V2A5,43.011436,-81.2043
N5V2B1,43.006039,-81.192497
N5V2C5,43.009529,-81.180603
N5V2C6,43.009365,-81.180519
N5V2G4,43.01965,-81.209946
N5V2H2,43.016708,-81.208954
N5V2H5,43.018948,-81.207291
N5V2H9,43.017303,-81.206665
N5V2K6,43.022209,-81.197044
N5V2K9,43.018967,-81.201942
N5V2M9,43.022213,-81.194481
N5V2R2,43.023579,-81.190361
N5V2T7,43.031425,-81.197739
N5V2V2,43.028679,-81.198746
N5V2V8,43.029236,-81.200478
N5V3B6,43.021263,-81.152161
N5V3E8,43.009823,-81.186012
N5V3J8,43.004478,-81.163383
N5V3J9,43.007206,-81.195572
N5V3K8,42.997265,-81.16906
N5V3L4,43.005783,-81.163307
N5V3L7,43.006771,-81.164368
N5V3L9,43.002716,-81.162354
N5V3M3,43.003567,-81.160255
N5V3N9,43.014561,-81.210403
N5V3R2,43.003166,-81.159508
N5V3S2,43.002449,-81.158745
N5V3S7,43.023132,-81.201004
N5V3T1,43.004078,-81.160652
N5V3T4,43.024906,-81.205879
N5V3V9,42.991093,-81.154732
N5V3W2,43.005894,-81.158569
N5V3Z6,42.997276,-81.153366
N5V4A4,43.021679,-81.162926
N5V4B1,43.00156,-81.154755
N5V4H5,43.00433,-81.154572
N5V4K5,43.002171,-81.146301
N5V4M5,43.025799,-81.207718
N5V4N1,42.988064,-81.152283
N5V4N6,43.020687,-81.157631
N5V4V6,42.996162,-81.151489
N5V4V9,42.995022,-81.154602
N5V4X3,43.026859,-81.208824
N5V4Y4,43.006939,-81.15567
N5V5A9,42.981483,-81.155746
N5V5B6,43.037182,-81.21064
N5V5C5,43.045841,-81.146545
N5V5E1,43.008728,-81.155289
N5V5H3,43.015736,-81.159584
N5V5H4,43.00211,-81.146523
N5V5H7,43.012699,-81.177979
N5W0A4,42.972916,-81.15641
N5W0B5,42.99762,-81.217247
N5W1B4,42.974457,-81.191887
N5W1H3,42.993656,-81.196732
N5W1J3,42.981915,-81.19001
N5W1J9,42.983479,-81.189667
N5W1L1,42.982609,-81.182129
N5W1N2,42.980591,-81.186211
N5W1P4,42.983978,-81.177444
N5W1P5,42.98185,-81.176025
N5W1P7,42.978291,-81.183533
N5W1R5,42.978088,-81.180946
N5W1T4,42.978767,-81.177872
N5W1T6,42.979691,-81.175957
N5W1T8,42.978863,-81.170731
N5W1V3,42.974895,-81.171227
N5W1W3,42.983887,-81.196442
N5W1Z9,42.991745,-81.18515
N5W2A2,42.992245,-81.182861
N5W2A6,42.995575,-81.173393
N5W2B4,42.986935,-81.213463
N5W2B5,42.986599,-81.214684
N5W2E3,42.997974,-81.174759
N5W2E5,42.998138,-81.174843
N5W2H4,42.990505,-81.202278
N5W2H7,42.993092,-81.194435
N5W2L2,42.99667,-81.186234
N5W2L6,43.000198,-81.175186
N5W2M3,42.993256,-81.199005
N5W2M7,42.990017,-81.214905
N5W2M8,42.990181,-81.214989
N5W2P9,42.996922,-81.191681
N5W2R2,42.997467,-81.189957
N5W2S2,43.000412,-81.177567
N5W2V1,42.993565,-81.20665
N5W2V3,42.994034,-81.205009
N5W2V6,42.995785,-81.19989
N5W2X9,42.993881,-81.209686
N5W2Y3,42.994591,-81.207191
N5W2Z4,42.990013,-81.22789
N5W3C1,42.999844,-81.193565
N5W3E8,43.003677,-81.180054
N5W3G6,43.001759,-81.191284
N5W3G9,43.006435,-81.177406
N5W3H9,42.993183,-81.221115
N5W3J9,42.993034,-81.225365
N5W3K2,42.994289,-81.221664
N5W3K6,42.993145,-81.229362
N5W3K7,42.992985,-81.229279
N5W3K8,42.994141,-81.225922
N5W3K9,42.993977,-81.22583
N5W3L7,43.002472,-81.209236
N5W3L9,42.993195,-81.232269
N5W3M6,42.99609,-81.222549
N5W3N9,42.995686,-81.226669
N5W3P2,42.996666,-81.223938
N5W3R3,42.987644,-81.228058
N5W3R5,42.989323,-81.228844
N5W3S2,42.992195,-81.230461
N5W3T1,42.988338,-81.22554
N5W3T7,42.992043,-81.227242
N5W3V6,42.991611,-81.2285
N5W3W9,42.992218,-81.222351
N5W3X8,42.996002,-81.224213
N5W3Y7,42.996078,-81.220573
N5W3Y8,42.996017,-81.220795
N5W3Z6,42.990288,-81.216362
N5W4C2,42.992008,-81.21035
N5W4G1,42.994823,-81.208794
N5W4G6,42.992397,-81.212051
N5W4H1,42.988297,-81.204002
N5W4H2,42.989311,-81.204727
N5W4J3,42.991634,-81.203629
N5W4M3,42.989365,-81.18988
N5W4P8,42.999004,-81.189514
N5W4P9,42.995308,-81.186096
N5W4R1,42.996078,-81.186501
